Time,Date,Day of the week,Traffic Situation,vehicle_count,queue_length,avg_speed_kmph,avg_wait_time_s,predicted_increase_target
9:00:00 AM,10,Tuesday,heavy,170.0,0.0,50.0,0.0,0.0
9:15:00 AM,10,Tuesday,high,161.0,0.0,50.0,0.0,0.0
9:30:00 AM,10,Tuesday,normal,89.0,0.0,50.0,0.0,24.0
9:45:00 AM,10,Tuesday,high,113.0,0.0,50.0,0.0,21.0
10:00:00 AM,10,Tuesday,high,134.0,0.0,50.0,0.0,0.0
10:15:00 AM,10,Tuesday,normal,109.0,0.0,50.0,0.0,0.0
10:30:00 AM,10,Tuesday,low,109.0,0.0,50.0,0.0,0.0
10:45:00 AM,10,Tuesday,normal,101.0,0.0,50.0,0.0,0.0
11:00:00 AM,10,Tuesday,normal,75.0,0.0,50.0,0.0,34.0
11:15:00 AM,10,Tuesday,normal,109.0,0.0,50.0,0.0,0.0
11:30:00 AM,10,Tuesday,normal,109.0,0.0,50.0,0.0,0.0
11:45:00 AM,10,Tuesday,normal,91.0,0.0,50.0,0.0,0.0
12:00:00 PM,10,Tuesday,normal,78.0,0.0,50.0,0.0,28.0
12:15:00 PM,10,Tuesday,normal,106.0,0.0,50.0,0.0,0.0
12:30:00 PM,10,Tuesday,normal,50.0,0.0,50.0,0.0,20.0
12:45:00 PM,10,Tuesday,normal,70.0,0.0,50.0,0.0,26.0
1:00:00 PM,10,Tuesday,normal,96.0,0.0,50.0,0.0,52.0
1:15:00 PM,10,Tuesday,high,148.0,0.0,50.0,0.0,0.0
1:30:00 PM,10,Tuesday,normal,148.0,0.0,50.0,0.0,0.0
1:45:00 PM,10,Tuesday,high,129.0,0.0,50.0,0.0,35.0
2:00:00 PM,10,Tuesday,high,164.0,0.0,50.0,0.0,0.0
2:15:00 PM,10,Tuesday,normal,80.0,0.0,50.0,0.0,90.0
2:30:00 PM,10,Tuesday,heavy,170.0,0.0,50.0,0.0,0.0
2:45:00 PM,10,Tuesday,low,66.0,0.0,50.0,0.0,34.0
3:00:00 PM,10,Tuesday,normal,100.0,0.0,50.0,0.0,20.0
3:15:00 PM,10,Tuesday,normal,120.0,0.0,50.0,0.0,30.0
3:30:00 PM,10,Tuesday,normal,150.0,0.0,50.0,0.0,0.0
3:45:00 PM,10,Tuesday,normal,149.0,0.0,50.0,0.0,65.0
4:00:00 PM,10,Tuesday,heavy,214.0,33.99999999999999,21.66666666666667,84.99999999999997,0.0
4:15:00 PM,10,Tuesday,heavy,178.0,0.0,50.0,0.0,31.0
4:30:00 PM,10,Tuesday,heavy,209.0,28.999999999999986,25.833333333333343,72.49999999999996,0.0
4:45:00 PM,10,Tuesday,heavy,172.0,0.0,50.0,0.0,54.0
5:00:00 PM,10,Tuesday,heavy,226.0,46.0,11.666666666666664,115.0,0.0
5:15:00 PM,10,Tuesday,heavy,190.0,9.99999999999999,41.66666666666667,24.99999999999997,5.0
5:30:00 PM,10,Tuesday,heavy,195.0,14.999999999999996,37.5,37.499999999999986,17.0
5:45:00 PM,10,Tuesday,heavy,212.0,31.999999999999982,23.33333333333335,79.99999999999996,0.0
6:00:00 PM,10,Tuesday,heavy,205.0,24.999999999999986,29.16666666666668,62.499999999999964,0.0
6:15:00 PM,10,Tuesday,heavy,170.0,0.0,50.0,0.0,0.0
6:30:00 PM,10,Tuesday,normal,150.0,0.0,50.0,0.0,0.0
6:45:00 PM,10,Tuesday,normal,128.0,0.0,50.0,0.0,0.0
7:00:00 PM,10,Tuesday,normal,125.0,0.0,50.0,0.0,35.0
7:15:00 PM,10,Tuesday,normal,160.0,0.0,50.0,0.0,0.0
7:30:00 PM,10,Tuesday,normal,121.0,0.0,50.0,0.0,0.0
7:45:00 PM,10,Tuesday,low,98.0,0.0,50.0,0.0,45.0
8:00:00 PM,10,Tuesday,high,143.0,0.0,50.0,0.0,0.0
8:15:00 PM,10,Tuesday,normal,107.0,0.0,50.0,0.0,18.0
8:30:00 PM,10,Tuesday,normal,125.0,0.0,50.0,0.0,8.0
8:45:00 PM,10,Tuesday,normal,133.0,0.0,50.0,0.0,0.0
9:00:00 PM,10,Tuesday,normal,126.0,0.0,50.0,0.0,7.0
9:15:00 PM,10,Tuesday,normal,133.0,0.0,50.0,0.0,0.0
9:30:00 PM,10,Tuesday,normal,123.0,0.0,50.0,0.0,0.0
9:45:00 PM,10,Tuesday,normal,104.0,0.0,50.0,0.0,0.0
10:00:00 PM,10,Tuesday,normal,33.0,0.0,50.0,0.0,2.0
10:15:00 PM,10,Tuesday,normal,35.0,0.0,50.0,0.0,16.0
10:30:00 PM,10,Tuesday,normal,51.0,0.0,50.0,0.0,0.0
10:45:00 PM,10,Tuesday,normal,41.0,0.0,50.0,0.0,0.0
11:00:00 PM,10,Tuesday,low,34.0,0.0,50.0,0.0,0.0
11:15:00 PM,10,Tuesday,low,27.0,0.0,50.0,0.0,21.0
11:30:00 PM,10,Tuesday,normal,48.0,0.0,50.0,0.0,0.0
11:45:00 PM,10,Tuesday,normal,41.0,0.0,50.0,0.0,0.0
12:00:00 AM,11,Wednesday,low,32.0,0.0,50.0,0.0,15.0
12:15:00 AM,11,Wednesday,normal,47.0,0.0,50.0,0.0,0.0
12:30:00 AM,11,Wednesday,low,31.0,0.0,50.0,0.0,3.0
12:45:00 AM,11,Wednesday,low,34.0,0.0,50.0,0.0,18.0
1:00:00 AM,11,Wednesday,normal,52.0,0.0,50.0,0.0,0.0
1:15:00 AM,11,Wednesday,normal,39.0,0.0,50.0,0.0,4.0
1:30:00 AM,11,Wednesday,normal,43.0,0.0,50.0,0.0,0.0
1:45:00 AM,11,Wednesday,low,33.0,0.0,50.0,0.0,24.0
2:00:00 AM,11,Wednesday,normal,57.0,0.0,50.0,0.0,0.0
2:15:00 AM,11,Wednesday,low,29.0,0.0,50.0,0.0,17.0
2:30:00 AM,11,Wednesday,normal,46.0,0.0,50.0,0.0,0.0
2:45:00 AM,11,Wednesday,normal,33.0,0.0,50.0,0.0,12.0
3:00:00 AM,11,Wednesday,normal,45.0,0.0,50.0,0.0,12.0
3:15:00 AM,11,Wednesday,normal,57.0,0.0,50.0,0.0,0.0
3:30:00 AM,11,Wednesday,normal,50.0,0.0,50.0,0.0,4.0
3:45:00 AM,11,Wednesday,normal,54.0,0.0,50.0,0.0,7.0
4:00:00 AM,11,Wednesday,normal,61.0,0.0,50.0,0.0,55.0
4:15:00 AM,11,Wednesday,normal,116.0,0.0,50.0,0.0,29.0
4:30:00 AM,11,Wednesday,normal,145.0,0.0,50.0,0.0,0.0
4:45:00 AM,11,Wednesday,normal,133.0,0.0,50.0,0.0,0.0
5:00:00 AM,11,Wednesday,normal,125.0,0.0,50.0,0.0,0.0
5:15:00 AM,11,Wednesday,normal,122.0,0.0,50.0,0.0,6.0
5:30:00 AM,11,Wednesday,normal,128.0,0.0,50.0,0.0,0.0
5:45:00 AM,11,Wednesday,normal,121.0,0.0,50.0,0.0,45.0
6:00:00 AM,11,Wednesday,high,166.0,0.0,50.0,0.0,50.0
6:15:00 AM,11,Wednesday,heavy,216.0,35.99999999999998,20.000000000000018,89.99999999999994,0.0
6:30:00 AM,11,Wednesday,heavy,197.0,16.999999999999986,35.83333333333334,42.499999999999964,0.0
6:45:00 AM,11,Wednesday,heavy,173.0,0.0,50.0,0.0,16.0
7:00:00 AM,11,Wednesday,heavy,189.0,8.999999999999982,42.500000000000014,22.499999999999954,23.0
7:15:00 AM,11,Wednesday,heavy,212.0,31.999999999999982,23.33333333333335,79.99999999999996,2.0
7:30:00 AM,11,Wednesday,heavy,214.0,33.99999999999999,21.66666666666667,84.99999999999997,0.0
7:45:00 AM,11,Wednesday,heavy,186.0,5.9999999999999885,45.00000000000001,14.99999999999997,22.0
8:00:00 AM,11,Wednesday,heavy,208.0,27.99999999999998,26.666666666666682,69.99999999999994,0.0
8:15:00 AM,11,Wednesday,heavy,207.0,27.0,27.500000000000004,67.5,0.0
8:30:00 AM,11,Wednesday,heavy,201.0,20.999999999999986,32.500000000000014,52.499999999999964,0.0
8:45:00 AM,11,Wednesday,normal,167.0,0.0,50.0,0.0,22.0
9:00:00 AM,11,Wednesday,heavy,189.0,8.999999999999982,42.500000000000014,22.499999999999954,0.0
9:15:00 AM,11,Wednesday,normal,102.0,0.0,50.0,0.0,20.0
9:30:00 AM,11,Wednesday,normal,122.0,0.0,50.0,0.0,0.0
9:45:00 AM,11,Wednesday,normal,96.0,0.0,50.0,0.0,0.0
10:00:00 AM,11,Wednesday,normal,72.0,0.0,50.0,0.0,58.0
10:15:00 AM,11,Wednesday,high,130.0,0.0,50.0,0.0,16.0
10:30:00 AM,11,Wednesday,high,146.0,0.0,50.0,0.0,0.0
10:45:00 AM,11,Wednesday,high,121.0,0.0,50.0,0.0,0.0
11:00:00 AM,11,Wednesday,normal,91.0,0.0,50.0,0.0,0.0
11:15:00 AM,11,Wednesday,normal,85.0,0.0,50.0,0.0,12.0
11:30:00 AM,11,Wednesday,normal,97.0,0.0,50.0,0.0,0.0
11:45:00 AM,11,Wednesday,normal,92.0,0.0,50.0,0.0,3.0
12:00:00 PM,11,Wednesday,normal,95.0,0.0,50.0,0.0,0.0
12:15:00 PM,11,Wednesday,normal,89.0,0.0,50.0,0.0,3.0
12:30:00 PM,11,Wednesday,normal,92.0,0.0,50.0,0.0,1.0
12:45:00 PM,11,Wednesday,normal,93.0,0.0,50.0,0.0,0.0
1:00:00 PM,11,Wednesday,normal,92.0,0.0,50.0,0.0,74.0
1:15:00 PM,11,Wednesday,normal,166.0,0.0,50.0,0.0,0.0
1:30:00 PM,11,Wednesday,normal,75.0,0.0,50.0,0.0,54.0
1:45:00 PM,11,Wednesday,high,129.0,0.0,50.0,0.0,0.0
2:00:00 PM,11,Wednesday,normal,106.0,0.0,50.0,0.0,12.0
2:15:00 PM,11,Wednesday,high,118.0,0.0,50.0,0.0,34.0
2:30:00 PM,11,Wednesday,normal,152.0,0.0,50.0,0.0,0.0
2:45:00 PM,11,Wednesday,normal,118.0,0.0,50.0,0.0,0.0
3:00:00 PM,11,Wednesday,low,87.0,0.0,50.0,0.0,65.0
3:15:00 PM,11,Wednesday,high,152.0,0.0,50.0,0.0,29.0
3:30:00 PM,11,Wednesday,heavy,181.0,0.9999999999999815,49.16666666666668,2.4999999999999534,0.0
3:45:00 PM,11,Wednesday,normal,139.0,0.0,50.0,0.0,68.0
4:00:00 PM,11,Wednesday,heavy,207.0,27.0,27.500000000000004,67.5,0.0
4:15:00 PM,11,Wednesday,normal,152.0,0.0,50.0,0.0,48.0
4:30:00 PM,11,Wednesday,heavy,200.0,19.99999999999998,33.33333333333335,49.99999999999994,0.0
4:45:00 PM,11,Wednesday,high,166.0,0.0,50.0,0.0,22.0
5:00:00 PM,11,Wednesday,heavy,188.0,8.000000000000002,43.333333333333336,20.000000000000004,0.0
5:15:00 PM,11,Wednesday,heavy,182.0,1.999999999999988,48.33333333333334,4.99999999999997,7.0
5:30:00 PM,11,Wednesday,heavy,189.0,8.999999999999982,42.500000000000014,22.499999999999954,1.0
5:45:00 PM,11,Wednesday,heavy,190.0,9.99999999999999,41.66666666666667,24.99999999999997,0.0
6:00:00 PM,11,Wednesday,normal,167.0,0.0,50.0,0.0,12.0
6:15:00 PM,11,Wednesday,heavy,179.0,0.0,50.0,0.0,22.0
6:30:00 PM,11,Wednesday,heavy,201.0,20.999999999999986,32.500000000000014,52.499999999999964,0.0
6:45:00 PM,11,Wednesday,normal,146.0,0.0,50.0,0.0,1.0
7:00:00 PM,11,Wednesday,normal,147.0,0.0,50.0,0.0,0.0
7:15:00 PM,11,Wednesday,low,87.0,0.0,50.0,0.0,52.0
7:30:00 PM,11,Wednesday,normal,139.0,0.0,50.0,0.0,37.0
7:45:00 PM,11,Wednesday,heavy,176.0,0.0,50.0,0.0,0.0
8:00:00 PM,11,Wednesday,normal,135.0,0.0,50.0,0.0,0.0
8:15:00 PM,11,Wednesday,normal,103.0,0.0,50.0,0.0,17.0
8:30:00 PM,11,Wednesday,normal,120.0,0.0,50.0,0.0,10.0
8:45:00 PM,11,Wednesday,normal,130.0,0.0,50.0,0.0,36.0
9:00:00 PM,11,Wednesday,normal,166.0,0.0,50.0,0.0,0.0
9:15:00 PM,11,Wednesday,normal,139.0,0.0,50.0,0.0,12.0
9:30:00 PM,11,Wednesday,normal,151.0,0.0,50.0,0.0,0.0
9:45:00 PM,11,Wednesday,high,145.0,0.0,50.0,0.0,0.0
10:00:00 PM,11,Wednesday,low,38.0,0.0,50.0,0.0,0.0
10:15:00 PM,11,Wednesday,low,35.0,0.0,50.0,0.0,11.0
10:30:00 PM,11,Wednesday,normal,46.0,0.0,50.0,0.0,0.0
10:45:00 PM,11,Wednesday,low,36.0,0.0,50.0,0.0,8.0
11:00:00 PM,11,Wednesday,normal,44.0,0.0,50.0,0.0,0.0
11:15:00 PM,11,Wednesday,low,31.0,0.0,50.0,0.0,19.0
11:30:00 PM,11,Wednesday,normal,50.0,0.0,50.0,0.0,13.0
11:45:00 PM,11,Wednesday,normal,63.0,0.0,50.0,0.0,0.0
12:00:00 AM,12,Thursday,normal,59.0,0.0,50.0,0.0,0.0
12:15:00 AM,12,Thursday,normal,52.0,0.0,50.0,0.0,0.0
12:30:00 AM,12,Thursday,low,37.0,0.0,50.0,0.0,20.0
12:45:00 AM,12,Thursday,normal,57.0,0.0,50.0,0.0,0.0
1:00:00 AM,12,Thursday,low,31.0,0.0,50.0,0.0,3.0
1:15:00 AM,12,Thursday,low,34.0,0.0,50.0,0.0,2.0
1:30:00 AM,12,Thursday,low,36.0,0.0,50.0,0.0,0.0
1:45:00 AM,12,Thursday,low,36.0,0.0,50.0,0.0,18.0
2:00:00 AM,12,Thursday,normal,54.0,0.0,50.0,0.0,0.0
2:15:00 AM,12,Thursday,normal,43.0,0.0,50.0,0.0,0.0
2:30:00 AM,12,Thursday,normal,41.0,0.0,50.0,0.0,4.0
2:45:00 AM,12,Thursday,normal,45.0,0.0,50.0,0.0,6.0
3:00:00 AM,12,Thursday,normal,51.0,0.0,50.0,0.0,0.0
3:15:00 AM,12,Thursday,low,33.0,0.0,50.0,0.0,15.0
3:30:00 AM,12,Thursday,normal,48.0,0.0,50.0,0.0,5.0
3:45:00 AM,12,Thursday,normal,53.0,0.0,50.0,0.0,1.0
4:00:00 AM,12,Thursday,normal,54.0,0.0,50.0,0.0,41.0
4:15:00 AM,12,Thursday,low,95.0,0.0,50.0,0.0,0.0
4:30:00 AM,12,Thursday,low,81.0,0.0,50.0,0.0,85.0
4:45:00 AM,12,Thursday,normal,166.0,0.0,50.0,0.0,0.0
5:00:00 AM,12,Thursday,normal,125.0,0.0,50.0,0.0,25.0
5:15:00 AM,12,Thursday,normal,150.0,0.0,50.0,0.0,0.0
5:30:00 AM,12,Thursday,normal,139.0,0.0,50.0,0.0,13.0
5:45:00 AM,12,Thursday,normal,152.0,0.0,50.0,0.0,58.0
6:00:00 AM,12,Thursday,heavy,210.0,29.999999999999993,25.000000000000007,74.99999999999997,0.0
6:15:00 AM,12,Thursday,heavy,182.0,1.999999999999988,48.33333333333334,4.99999999999997,0.0
6:30:00 AM,12,Thursday,normal,161.0,0.0,50.0,0.0,31.0
6:45:00 AM,12,Thursday,heavy,192.0,12.000000000000002,40.0,30.000000000000004,12.0
7:00:00 AM,12,Thursday,heavy,204.0,23.99999999999998,30.000000000000014,59.99999999999994,0.0
7:15:00 AM,12,Thursday,heavy,176.0,0.0,50.0,0.0,2.0
7:30:00 AM,12,Thursday,heavy,178.0,0.0,50.0,0.0,22.0
7:45:00 AM,12,Thursday,heavy,200.0,19.99999999999998,33.33333333333335,49.99999999999994,2.0
8:00:00 AM,12,Thursday,heavy,202.0,21.999999999999993,31.666666666666675,54.99999999999998,0.0
8:15:00 AM,12,Thursday,heavy,168.0,0.0,50.0,0.0,0.0
8:30:00 AM,12,Thursday,normal,157.0,0.0,50.0,0.0,16.0
8:45:00 AM,12,Thursday,heavy,173.0,0.0,50.0,0.0,39.0
9:00:00 AM,12,Thursday,heavy,212.0,31.999999999999982,23.33333333333335,79.99999999999996,0.0
9:15:00 AM,12,Thursday,normal,97.0,0.0,50.0,0.0,0.0
9:30:00 AM,12,Thursday,normal,74.0,0.0,50.0,0.0,0.0
9:45:00 AM,12,Thursday,normal,70.0,0.0,50.0,0.0,23.0
10:00:00 AM,12,Thursday,normal,93.0,0.0,50.0,0.0,37.0
10:15:00 AM,12,Thursday,normal,130.0,0.0,50.0,0.0,0.0
10:30:00 AM,12,Thursday,low,87.0,0.0,50.0,0.0,0.0
10:45:00 AM,12,Thursday,normal,75.0,0.0,50.0,0.0,25.0
11:00:00 AM,12,Thursday,normal,100.0,0.0,50.0,0.0,9.0
11:15:00 AM,12,Thursday,normal,109.0,0.0,50.0,0.0,0.0
11:30:00 AM,12,Thursday,normal,106.0,0.0,50.0,0.0,0.0
11:45:00 AM,12,Thursday,normal,60.0,0.0,50.0,0.0,16.0
12:00:00 PM,12,Thursday,normal,76.0,0.0,50.0,0.0,20.0
12:15:00 PM,12,Thursday,normal,96.0,0.0,50.0,0.0,10.0
12:30:00 PM,12,Thursday,normal,106.0,0.0,50.0,0.0,8.0
12:45:00 PM,12,Thursday,normal,114.0,0.0,50.0,0.0,0.0
1:00:00 PM,12,Thursday,normal,89.0,0.0,50.0,0.0,21.0
1:15:00 PM,12,Thursday,normal,110.0,0.0,50.0,0.0,0.0
1:30:00 PM,12,Thursday,low,60.0,0.0,50.0,0.0,51.0
1:45:00 PM,12,Thursday,normal,111.0,0.0,50.0,0.0,0.0
2:00:00 PM,12,Thursday,normal,103.0,0.0,50.0,0.0,31.0
2:15:00 PM,12,Thursday,normal,134.0,0.0,50.0,0.0,0.0
2:30:00 PM,12,Thursday,normal,84.0,0.0,50.0,0.0,103.0
2:45:00 PM,12,Thursday,heavy,187.0,6.999999999999995,44.16666666666667,17.499999999999986,0.0
3:00:00 PM,12,Thursday,normal,132.0,0.0,50.0,0.0,36.0
3:15:00 PM,12,Thursday,heavy,168.0,0.0,50.0,0.0,0.0
3:30:00 PM,12,Thursday,normal,63.0,0.0,50.0,0.0,32.0
3:45:00 PM,12,Thursday,normal,95.0,0.0,50.0,0.0,99.0
4:00:00 PM,12,Thursday,heavy,194.0,13.99999999999999,38.33333333333334,34.99999999999997,17.0
4:15:00 PM,12,Thursday,heavy,211.0,31.0,24.166666666666664,77.5,0.0
4:30:00 PM,12,Thursday,heavy,182.0,1.999999999999988,48.33333333333334,4.99999999999997,0.0
4:45:00 PM,12,Thursday,heavy,178.0,0.0,50.0,0.0,0.0
5:00:00 PM,12,Thursday,high,159.0,0.0,50.0,0.0,33.0
5:15:00 PM,12,Thursday,heavy,192.0,12.000000000000002,40.0,30.000000000000004,0.0
5:30:00 PM,12,Thursday,heavy,182.0,1.999999999999988,48.33333333333334,4.99999999999997,0.0
5:45:00 PM,12,Thursday,heavy,175.0,0.0,50.0,0.0,3.0
6:00:00 PM,12,Thursday,heavy,178.0,0.0,50.0,0.0,0.0
6:15:00 PM,12,Thursday,heavy,170.0,0.0,50.0,0.0,40.0
6:30:00 PM,12,Thursday,heavy,210.0,29.999999999999993,25.000000000000007,74.99999999999997,0.0
6:45:00 PM,12,Thursday,heavy,173.0,0.0,50.0,0.0,0.0
7:00:00 PM,12,Thursday,normal,112.0,0.0,50.0,0.0,43.0
7:15:00 PM,12,Thursday,normal,155.0,0.0,50.0,0.0,0.0
7:30:00 PM,12,Thursday,normal,129.0,0.0,50.0,0.0,0.0
7:45:00 PM,12,Thursday,normal,92.0,0.0,50.0,0.0,11.0
8:00:00 PM,12,Thursday,low,103.0,0.0,50.0,0.0,31.0
8:15:00 PM,12,Thursday,normal,134.0,0.0,50.0,0.0,0.0
8:30:00 PM,12,Thursday,normal,91.0,0.0,50.0,0.0,29.0
8:45:00 PM,12,Thursday,normal,120.0,0.0,50.0,0.0,30.0
9:00:00 PM,12,Thursday,normal,150.0,0.0,50.0,0.0,0.0
9:15:00 PM,12,Thursday,normal,111.0,0.0,50.0,0.0,0.0
9:30:00 PM,12,Thursday,normal,97.0,0.0,50.0,0.0,31.0
9:45:00 PM,12,Thursday,normal,128.0,0.0,50.0,0.0,0.0
10:00:00 PM,12,Thursday,normal,49.0,0.0,50.0,0.0,13.0
10:15:00 PM,12,Thursday,normal,62.0,0.0,50.0,0.0,0.0
10:30:00 PM,12,Thursday,normal,47.0,0.0,50.0,0.0,0.0
10:45:00 PM,12,Thursday,normal,36.0,0.0,50.0,0.0,3.0
11:00:00 PM,12,Thursday,normal,39.0,0.0,50.0,0.0,4.0
11:15:00 PM,12,Thursday,normal,43.0,0.0,50.0,0.0,7.0
11:30:00 PM,12,Thursday,normal,50.0,0.0,50.0,0.0,2.0
11:45:00 PM,12,Thursday,normal,52.0,0.0,50.0,0.0,0.0
12:00:00 AM,13,Friday,low,38.0,0.0,50.0,0.0,6.0
12:15:00 AM,13,Friday,normal,44.0,0.0,50.0,0.0,0.0
12:30:00 AM,13,Friday,low,38.0,0.0,50.0,0.0,0.0
12:45:00 AM,13,Friday,low,25.0,0.0,50.0,0.0,12.0
1:00:00 AM,13,Friday,normal,37.0,0.0,50.0,0.0,9.0
1:15:00 AM,13,Friday,normal,46.0,0.0,50.0,0.0,3.0
1:30:00 AM,13,Friday,normal,49.0,0.0,50.0,0.0,0.0
1:45:00 AM,13,Friday,normal,40.0,0.0,50.0,0.0,19.0
2:00:00 AM,13,Friday,normal,59.0,0.0,50.0,0.0,0.0
2:15:00 AM,13,Friday,low,30.0,0.0,50.0,0.0,4.0
2:30:00 AM,13,Friday,low,34.0,0.0,50.0,0.0,12.0
2:45:00 AM,13,Friday,normal,46.0,0.0,50.0,0.0,0.0
3:00:00 AM,13,Friday,low,32.0,0.0,50.0,0.0,11.0
3:15:00 AM,13,Friday,normal,43.0,0.0,50.0,0.0,11.0
3:30:00 AM,13,Friday,normal,54.0,0.0,50.0,0.0,0.0
3:45:00 AM,13,Friday,normal,36.0,0.0,50.0,0.0,2.0
4:00:00 AM,13,Friday,normal,38.0,0.0,50.0,0.0,7.0
4:15:00 AM,13,Friday,low,45.0,0.0,50.0,0.0,18.0
4:30:00 AM,13,Friday,low,63.0,0.0,50.0,0.0,23.0
4:45:00 AM,13,Friday,low,86.0,0.0,50.0,0.0,4.0
5:00:00 AM,13,Friday,low,90.0,0.0,50.0,0.0,0.0
5:15:00 AM,13,Friday,low,85.0,0.0,50.0,0.0,6.0
5:30:00 AM,13,Friday,low,91.0,0.0,50.0,0.0,7.0
5:45:00 AM,13,Friday,low,98.0,0.0,50.0,0.0,0.0
6:00:00 AM,13,Friday,low,97.0,0.0,50.0,0.0,0.0
6:15:00 AM,13,Friday,low,61.0,0.0,50.0,0.0,0.0
6:30:00 AM,13,Friday,low,48.0,0.0,50.0,0.0,7.0
6:45:00 AM,13,Friday,low,55.0,0.0,50.0,0.0,30.0
7:00:00 AM,13,Friday,low,85.0,0.0,50.0,0.0,0.0
7:15:00 AM,13,Friday,low,56.0,0.0,50.0,0.0,0.0
7:30:00 AM,13,Friday,low,52.0,0.0,50.0,0.0,36.0
7:45:00 AM,13,Friday,low,88.0,0.0,50.0,0.0,0.0
8:00:00 AM,13,Friday,low,71.0,0.0,50.0,0.0,44.0
8:15:00 AM,13,Friday,normal,115.0,0.0,50.0,0.0,0.0
8:30:00 AM,13,Friday,low,71.0,0.0,50.0,0.0,12.0
8:45:00 AM,13,Friday,low,83.0,0.0,50.0,0.0,0.0
9:00:00 AM,13,Friday,low,83.0,0.0,50.0,0.0,121.0
9:15:00 AM,13,Friday,heavy,204.0,23.99999999999998,30.000000000000014,59.99999999999994,0.0
9:30:00 AM,13,Friday,heavy,198.0,17.99999999999999,35.00000000000001,44.99999999999997,62.0
9:45:00 AM,13,Friday,heavy,260.0,60.0,5.0,150.0,0.0
10:00:00 AM,13,Friday,heavy,197.0,16.999999999999986,35.83333333333334,42.499999999999964,52.0
10:15:00 AM,13,Friday,heavy,249.0,60.0,5.0,150.0,0.0
10:30:00 AM,13,Friday,heavy,240.0,59.999999999999986,5.0,149.99999999999994,38.0
10:45:00 AM,13,Friday,heavy,278.0,60.0,5.0,150.0,0.0
11:00:00 AM,13,Friday,heavy,262.0,60.0,5.0,150.0,0.0
11:15:00 AM,13,Friday,heavy,216.0,35.99999999999998,20.000000000000018,89.99999999999994,0.0
11:30:00 AM,13,Friday,heavy,216.0,35.99999999999998,20.000000000000018,89.99999999999994,39.0
11:45:00 AM,13,Friday,heavy,255.0,60.0,5.0,150.0,0.0
12:00:00 PM,13,Friday,heavy,232.0,51.999999999999986,6.666666666666677,129.99999999999994,0.0
12:15:00 PM,13,Friday,heavy,229.0,48.999999999999964,9.166666666666694,122.4999999999999,0.0
12:30:00 PM,13,Friday,heavy,228.0,48.00000000000001,9.999999999999993,120.00000000000001,44.0
12:45:00 PM,13,Friday,heavy,272.0,60.0,5.0,150.0,0.0
1:00:00 PM,13,Friday,heavy,226.0,46.0,11.666666666666664,115.0,0.0
1:15:00 PM,13,Friday,heavy,213.0,32.999999999999986,22.500000000000014,82.49999999999996,47.0
1:30:00 PM,13,Friday,heavy,260.0,60.0,5.0,150.0,0.0
1:45:00 PM,13,Friday,heavy,256.0,60.0,5.0,150.0,0.0
2:00:00 PM,13,Friday,heavy,235.0,55.00000000000001,5.0,137.5,22.0
2:15:00 PM,13,Friday,heavy,257.0,60.0,5.0,150.0,0.0
2:30:00 PM,13,Friday,heavy,240.0,59.999999999999986,5.0,149.99999999999994,0.0
2:45:00 PM,13,Friday,heavy,229.0,48.999999999999964,9.166666666666694,122.4999999999999,10.0
3:00:00 PM,13,Friday,heavy,239.0,58.99999999999998,5.0,147.49999999999994,0.0
3:15:00 PM,13,Friday,low,92.0,0.0,50.0,0.0,47.0
3:30:00 PM,13,Friday,normal,139.0,0.0,50.0,0.0,0.0
3:45:00 PM,13,Friday,normal,119.0,0.0,50.0,0.0,0.0
4:00:00 PM,13,Friday,low,104.0,0.0,50.0,0.0,0.0
4:15:00 PM,13,Friday,low,91.0,0.0,50.0,0.0,13.0
4:30:00 PM,13,Friday,low,104.0,0.0,50.0,0.0,9.0
4:45:00 PM,13,Friday,normal,113.0,0.0,50.0,0.0,0.0
5:00:00 PM,13,Friday,low,97.0,0.0,50.0,0.0,12.0
5:15:00 PM,13,Friday,low,109.0,0.0,50.0,0.0,15.0
5:30:00 PM,13,Friday,normal,124.0,0.0,50.0,0.0,0.0
5:45:00 PM,13,Friday,normal,120.0,0.0,50.0,0.0,0.0
6:00:00 PM,13,Friday,normal,114.0,0.0,50.0,0.0,0.0
6:15:00 PM,13,Friday,normal,103.0,0.0,50.0,0.0,0.0
6:30:00 PM,13,Friday,low,97.0,0.0,50.0,0.0,0.0
6:45:00 PM,13,Friday,low,92.0,0.0,50.0,0.0,31.0
7:00:00 PM,13,Friday,normal,123.0,0.0,50.0,0.0,0.0
7:15:00 PM,13,Friday,low,59.0,0.0,50.0,0.0,0.0
7:30:00 PM,13,Friday,low,56.0,0.0,50.0,0.0,0.0
7:45:00 PM,13,Friday,low,55.0,0.0,50.0,0.0,8.0
8:00:00 PM,13,Friday,low,63.0,0.0,50.0,0.0,0.0
8:15:00 PM,13,Friday,low,41.0,0.0,50.0,0.0,0.0
8:30:00 PM,13,Friday,low,32.0,0.0,50.0,0.0,10.0
8:45:00 PM,13,Friday,low,42.0,0.0,50.0,0.0,22.0
9:00:00 PM,13,Friday,low,64.0,0.0,50.0,0.0,0.0
9:15:00 PM,13,Friday,low,37.0,0.0,50.0,0.0,6.0
9:30:00 PM,13,Friday,low,43.0,0.0,50.0,0.0,0.0
9:45:00 PM,13,Friday,low,43.0,0.0,50.0,0.0,0.0
10:00:00 PM,13,Friday,low,38.0,0.0,50.0,0.0,0.0
